topic_id,word_1,weight_word_1,word_2,weight_word_2,word_3,weight_word_3,word_4,weight_word_4,word_5,weight_word_5,word_6,weight_word_6,word_7,weight_word_7,word_8,weight_word_8,word_9,weight_word_9,word_10,weight_word_10,topic_description
18,comical,4.9475562e-05,normandy,4.9475562e-05,sgraffito,4.9475562e-05,grimdark,4.9475562e-05,lupine,4.9475562e-05,thrush,4.9475562e-05,austral,4.9475562e-05,scorpio,4.9475562e-05,storming,4.9475562e-05,imagine,4.9475562e-05,"Unrelated eclectic words, no clear topic"
19,princess,0.20278767,indian,0.016804436,imagine,3.8614937e-05,vice,3.8614937e-05,grimdark,3.8614937e-05,lupine,3.8614937e-05,thrush,3.8614937e-05,austral,3.8614937e-05,scorpio,3.8614937e-05,comical,3.8614937e-05,Indian princess
20,white,0.23175098,goddess,0.070571,medieval,0.07008809,two,0.054027196,huge,0.046759225,knight,0.040548887,attractive,0.035542846,haired,0.035510942,wings,0.027055062,glasses,0.026809882,White-haired medieval goddess with wings
21,photograph,0.308568,head,0.21664156,engine,0.041295763,v,0.036617916,grimdark,1.9639592e-05,lupine,1.9639592e-05,austral,1.9639592e-05,stoneware,1.9639592e-05,sgraffito,1.9639592e-05,storming,1.9639592e-05,Photographic portraits and headshots
22,art,0.39738274,concept,0.16180561,robot,0.14568791,picture,0.04307249,winning,0.025817856,award,0.024745801,arm,0.008336928,storming,9.55955e-06,stoneware,9.55955e-06,grimdark,9.55955e-06,Robot art concept wins award
23,detailed,0.3659969,fantasy,0.14155583,highly,0.13377209,fi,0.04310819,sci,0.042283628,drawing,0.03416825,paint,0.026299737,vintage,0.025734395,lord,0.012726661,goblin,0.01189461,Highly detailed fantasy sci-fi drawing
24,red,0.42337623,psychedelic,0.07386142,image,0.06918525,wolf,0.044009123,earth,0.041719995,ornate,0.039424956,fractal,0.037864875,japan,0.0063517853,blue,1.307693e-05,brown,1.307693e-05,Red psychedelic wolf fractal art
25,world,0.215722,artwork,0.11822663,apocalyptic,0.053034775,post,0.047651943,mullins,0.04418623,craig,0.04407804,dust,0.0023644473,austral,2.349596e-05,thrush,2.349596e-05,scorpio,2.349596e-05,Craig Mullins post-apocalyptic artwork
26,bear,0.11604445,alone,0.050250698,best,0.008867072,comical,4.0815372e-05,imagine,4.0815372e-05,lupine,4.0815372e-05,thrush,4.0815372e-05,austral,4.0815372e-05,scorpio,4.0815372e-05,sgraffito,4.0815372e-05,Solitude and strength of a bear
27,man,0.35140666,alien,0.13810982,one,0.06940828,gold,0.055165846,creature,0.04282322,day,0.04271848,tall,0.032666318,robotic,0.014684375,rainy,0.010449603,sgraffito,1.2006503e-05,Man encounters alien and gold creature
28,skull,0.20135108,riding,0.103480406,dream,0.05696808,chris,0.048796017,headphones,0.031543113,cyber,0.023038737,carolyn,2.64685e-05,storming,2.64685e-05,sgraffito,2.64685e-05,grimdark,2.64685e-05,Skull-themed riding and dreams
29,wearing,0.29457235,realistic,0.20961495,playing,0.07704514,ultra,0.07294861,golden,0.04336915,horror,0.03607266,evil,0.025845908,deep,0.021569721,jacket,0.016159438,clown,0.011998294,Realistic horror clown wearing jacket
